Country Name;Country Code;Indicator Name;Indicator Code;A1960;A1961;A1962;A1963;A1964;A1965;A1966;A1967;A1968;A1969;A1970;A1971;A1972;A1973;A1974;A1975;A1976;A1977;A1978;A1979;A1980;A1981;A1982;A1983;A1984;A1985;A1986;A1987;A1988;A1989;A1990;A1991;A1992;A1993;A1994;A1995;A1996;A1997;A1998;A1999;A2000;A2001;A2002;A2003;A2004;A2005;A2006;A2007;A2008;A2009;A2010;A2011;A2012;A2013;A2014;A2015;A2016;A2017;A2018;A2019;A2020;A2021;A2022;A2023; 1960-1999 ; 2000-2023 ; SOMME_TOTAL ; TOT_DECES_GARCONS ; TOT_DECES_FILLE ;AGE_MOYEN;TAUX_PAUVRETE;TAUX_ACCES_SOIN_PRENATAUX ;TAUX_ACCOUCHEMTS_ASSITES;TAUX_ALPHABETISATION_FEMME;DEPENSES_SANTE_PAR_HABITANT;TAUX_VACC_NEO_BCG;INDICE_DEV_HUMAIN;TAUX_ACCES_EAU_POTABLE;TAUX_NATALITE
Tchad;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;12136;12372;12584;12728;12807;12882;13080;12182;12432;14010;14435;13896;14020;14681;15204;15586;15848;15794;16687;17128;16677;17046;18095;18266;18504;18571;18653;18763;18722;18835;19449;20005;20291;20695;20985;21442;21904;22261;22656;22912;23180;23287;23147;23278;23444;23748;23842;23935;24193;0;0;406 304;480 974;887 278;443 639;443 639;52;19;36;13;50;303;25;39;25;60
Asie de l’Est et Pacifique (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180129;1013329;943106;894076;847468;801991;752305;706826;663288;627758;615663;566851;531423;497048;470848;444020;420940;401836;383725;362731;340317;321641;314801;291363;278111;256788;247695;236536;214664;202984;187378;176125;169321;0;0;9 045 939;7 317 146;16 363 085;8 181 543;8 181 543;62;57;3;7;44;327;16;24;41;66
Europe et Asie centrale (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152168;146140;138981;133066;128243;122149;115998;108995;102346;95332;90149;86084;80566;76176;73446;70486;68336;66386;64626;61929;58762;56061;54219;52092;50138;47477;44494;41082;39006;36696;34771;32701;30903;0;0;1 333 567;1 226 437;2 560 004;1 280 002;1 280 002;42;49;41;16;21;290;29;39;90;8
Togo;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;5107;5250;5416;5611;5773;5930;6069;6183;6277;6346;6406;6428;6435;6426;6436;6494;6560;6654;6752;6821;6901;6972;7016;7055;7109;7160;7180;7198;6740;6845;6925;6978;7038;7094;7106;7115;7113;7080;7017;7034;7072;7177;7176;7217;7228;7140;7044;6994;6953;6906;6893;6838;6789;6735;6678;6613;6538;0;0;228 691;153 350;382 041;191 021;191 021;72;5;22;10;16;115;20;56;52;8
Thaïlande;Nombre de décès néonataux;SH.DTH.NMRT;67544;68423;69280;70016;69964;69705;69055;68199;66851;65053;62762;60384;57940;55304;52422;49626;46545;43741;41334;39499;38272;36253;33778;31573;29747;28211;26901;25532;24246;23537;22475;21350;20213;18940;17623;16284;15328;14183;12700;11106;10077;9369;8773;8306;7841;7495;6990;6620;6260;5875;5614;5422;5152;4831;4524;4226;3948;3725;3497;3296;3124;2974;2811;0;0;1 604 432;120 673;1 725 105;431 276;1 293 829;75;38;29;5;10;84;22;80;82;58
Tadjikistan;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7015;6923;6813;6649;6652;6589;6373;6258;6178;5890;5642;5396;5133;4830;4682;4564;4546;4593;4680;4770;4786;4702;4552;4469;4403;4351;4201;3997;3920;3831;3687;3544;3403;0;0;70 982;97 040;168 022;42 006;126 017;40;12;89;3;40;283;29;66;43;18
Turkménistan;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3519;3493;3550;3656;3745;3738;3715;3646;3571;3477;3379;3266;3123;2984;2923;2856;2831;2813;2817;2868;2954;3058;3172;3284;3379;3462;3518;3545;3538;3501;3415;3318;3206;3072;0;0;42 755;69 637;112 392;28 098;84 294;49;11;6;9;42;137;3;39;55;32
Amérique latine et Caraïbes (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274553;266627;258461;251264;242913;233746;223571;213721;204976;196265;186344;175943;165703;156121;148999;142474;136356;131054;126545;123027;119974;116851;113426;110101;107309;106658;105506;101906;99709;96021;92408;89072;86132;0;0;2 552 441;2 651 295;5 203 736;780 560;4 423 176;52;54;27;16;23;247;0;47;34;28
Timor-Leste;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815;1818;1824;1825;1802;1765;1711;1660;1607;1551;1497;1449;1403;1356;1319;1280;1228;1179;1125;1081;1038;1005;978;948;928;905;886;865;843;818;797;777;761;748;734;718;0;0;23 083;20 961;44 044;15 415;28 629;52;88;5;14;49;333;12;95;95;29
Afrique du Nord et Moyen-Orient (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224259;218679;212724;204579;195002;186171;177638;172069;167790;164165;160810;157713;154562;152513;150462;148520;146759;145041;142926;141311;140829;140197;139406;137687;134923;130790;124462;120841;117143;112553;108938;105354;101723;0;0;2 083 886;2 954 653;5 038 539;1 763 489;3 275 050;52;53;56;12;29;335;4;26;39;69
Tonga;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;29;28;27;26;25;24;23;23;22;21;21;20;20;20;19;19;18;17;17;16;16;16;15;15;15;14;14;13;13;12;12;12;0;0;278;354;632;221;411;80;7;73;15;44;48;14;10;41;44
Asie du Sud (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2243389;2208775;2171825;2130705;2105078;2067414;2024950;1984294;1939888;1891902;1853404;1813082;1754423;1693142;1633865;1566456;1507458;1463340;1413588;1373588;1327452;1279230;1232476;1184852;1119842;1075698;1036002;985243;947212;894965;848021;813174;781768;0;0;22 621 624;27 744 877;50 366 501;22 664 925;27 701 576;56;76;48;12;15;108;24;96;57;69
Afrique subsaharienne (BIRD et IDA);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048361;1058821;1069474;1081924;1092152;1103814;1113079;1116097;1116171;1121336;1122209;1121205;1117802;1113000;1109530;1109670;1110377;1111950;1115592;1116615;1117662;1118703;1115769;1114153;1115179;1116664;1117630;1118119;1118550;1117858;1114200;1111186;1105132;0;0;12 043 438;24 526 546;36 569 984;12 799 494;23 770 490;51;17;68;5;47;162;11;9;69;36
Trinité-et-Tobago;Nombre de décès néonataux;SH.DTH.NMRT;1204;1190;1167;1127;1081;1026;967;919;893;839;832;845;863;851;827;809;807;809;821;833;838;843;829;798;756;733;697;647;597;548;505;476;453;427;408;387;375;365;360;360;359;357;353;349;342;337;334;329;321;307;298;290;279;268;255;243;232;219;208;204;189;180;170;0;0;29 267;6 064;35 331;12 366;22 965;48;39;80;13;31;61;34;6;39;78
Tunisie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;10734;10631;10464;10305;10155;9962;9839;9753;9641;9494;9298;8960;8530;8203;7929;7890;7746;7595;7488;7364;7209;6917;6595;6250;6146;5973;5757;5493;5174;4776;4386;4018;3615;3255;3027;2822;2665;2577;2498;2440;2387;2370;2380;2422;2508;2631;2703;2748;2761;2729;2644;2514;2315;2117;1910;1722;1565;0;0;260 572;53 428;314 000;109 900;204 100;47;47;31;1;47;200;11;9;32;74
Turquie;Nombre de décès néonataux;SH.DTH.NMRT;79099;79384;78866;78326;77586;77016;76229;74492;75683;76584;77797;79134;79218;78836;77526;75283;72938;70856;69751;68300;66212;64133;61548;59373;57550;55565;53727;51774;50015;48138;45487;43527;40735;38952;37030;34917;33533;31403;29521;27457;25362;24123;20821;18732;17538;16461;15454;14233;13174;12201;11304;10617;10085;9690;9470;9221;8906;8570;7945;7328;6857;6484;6183;0;0;2 399 764;265 397;2 665 161;932 806;1 732 355;52;90;75;16;29;75;0;4;4;29
Tuvalu;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;8;8;8;7;7;7;6;6;6;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;0;0;84;84;168;59;109;45;84;76;16;30;204;39;65;81;23
Tanzanie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;30946;31503;32071;32580;33290;34320;35346;36384;37614;38839;39830;40754;41718;42796;43805;44309;44699;45121;45608;46133;46173;46134;46128;46083;46160;46843;47964;48364;48142;48257;48028;47801;47437;46612;46043;45699;45537;45106;44492;44113;43749;43355;43064;42817;43951;45065;45803;46504;47154;47299;47196;46828;46363;45976;0;0;1 343 743;1 000 163;2 343 906;820 367;1 523 539;43;5;40;15;28;178;17;99;83;62
Ouganda;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;26318;26725;27180;27407;27790;28173;28500;28786;29327;30243;31208;32235;33248;34326;34873;35148;35027;35023;35046;35374;35576;35892;36048;36195;36300;36201;36450;36789;37152;37856;37804;38344;38345;38721;38652;38477;38066;37600;37334;36917;36692;36405;36004;35967;35834;35540;35138;34530;33803;33129;32482;32307;32236;32081;31986;31761;31501;0;0;1 178 282;765 790;1 944 072;1 263 647;680 425;78;90;46;13;0;262;3;8;87;3
Ukraine;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10619;10141;9617;9067;8239;7739;7659;7452;7175;6769;6105;5758;5397;4974;4462;4191;3924;3854;3827;3798;3672;3756;3732;3834;3719;3438;3318;3226;3021;2835;2674;2466;2193;1965;1766;1658;1618;1567;0;0;115 364;65 861;181 225;117 796;63 429;58;44;2;11;4;58;1;66;58;60
 tranche supérieureRevenu intermédiaire;UMC;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400061;1222467;1141837;1085916;1034209;982209;924200;868968;817017;771618;748799;689530;642175;599506;568309;536485;508327;483390;461327;437364;412829;393284;382890;356135;340591;315319;303113;286392;262029;246333;226537;212077;202855;0;10 248 502;9 615 596;19 864 098;8 938 844;10 925 254;55;76;90;19;8;282;2;65;89;11
Uruguay;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;1341;1454;1543;1586;1533;1424;1292;1191;1082;975;908;835;781;750;732;712;675;676;665;637;641;641;630;614;578;537;504;473;454;436;426;423;406;387;364;328;292;263;243;232;231;236;241;241;240;229;210;193;178;166;162;154;0;0;26 300;5 845;32 145;14 465;17 680;42;78;71;17;4;304;35;25;99;2
États-Unis;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;53634;54406;49477;43246;39400;37333;34999;33171;32591;30814;30121;29518;28449;27963;26838;26108;25744;24955;24525;24268;24051;23760;22797;21917;20946;20104;19420;19120;18849;18737;18513;18764;18755;18840;18960;18738;18569;18817;18769;18139;17260;16540;16271;16229;16014;15889;15559;15148;14649;14328;14040;13298;12664;11806;0;0;924 538;359 282;1 283 820;577 719;706 101;52;59;53;6;41;50;3;96;46;77
Ouzbékistan;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21746;22045;21855;21573;21198;20875;20032;18954;17645;16636;15936;15330;14729;13800;13377;12869;12631;12635;12448;11708;10671;9727;9073;8688;8360;7961;7496;7095;7185;7042;6944;6398;5891;0;0;218 495;222 058;440 553;198 249;242 304;48;46;83;14;40;179;39;42;32;5
Saint-Vincent-et-les Grenadines;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;80;80;79;77;76;75;75;74;72;66;62;59;55;49;45;41;38;35;34;33;33;33;33;33;32;31;31;30;29;29;28;27;26;26;25;25;25;25;25;24;22;21;19;18;16;14;12;11;10;9;8;8;0;0;1 519;424;1 943;874;1 069;60;77;16;10;35;327;7;97;26;69
Venezuela;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7267;7764;8199;8199;7843;7346;6906;6606;6509;6505;6370;6084;5877;5909;6090;6226;6214;6122;6051;6076;6253;6539;6772;6802;6692;8596;8753;8600;8168;7491;7006;6779;6577;0;0;79 514;149 677;229 191;103 136;126 055;70;40;84;9;33;4;18;29;45;71
Îles Vierges britanniques;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;32;44;76;34;42;52;20;20;2;2;311;23;53;58;78
Îles Vierges (EU);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;60;83;10;4;16;12;23;85;93;66
Viet Nam;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45136;45024;45108;45599;45967;46194;46969;47494;47851;48005;48032;48024;47504;46924;46205;45229;43846;41792;39190;35964;32349;29079;26302;23958;22368;21419;20554;20105;19285;18873;18208;17545;17528;17563;17429;17359;17407;17585;17686;17526;17358;16997;16651;16396;16167;15884;15424;14977;0;0;1 061 532;384 507;1 446 039;650 718;795 321;55;24;1;19;22;71;16;85;23;22
Vanuatu;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;93;91;88;86;84;82;80;79;78;77;78;78;79;79;80;80;81;82;82;82;82;81;81;81;80;80;80;78;77;76;74;73;0;0;933;1 744;2 677;1 205;1 472;50;62;42;10;19;78;28;1;57;15
Monde;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5210825;4997680;4876402;4773270;4684615;4593597;4483047;4374642;4264867;4164970;4095291;3985522;3867042;3742301;3639943;3532785;3440922;3369878;3296204;3226584;3150573;3077015;3013597;2932564;2847106;2774696;2715417;2641963;2573463;2497174;2420360;2360922;2307147;0;0;50 519 206;67 413 178;117 932 384;41 276 334;76 656 050;52;44;43;20;21;221;1;20;27;12
Samoa;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;68;66;64;63;61;58;56;54;52;50;48;46;44;43;42;42;42;43;45;45;46;46;45;45;44;43;42;41;41;39;38;37;0;0;663;947;1 610;564;1 047;60;20;76;1;44;11;7;48;56;23
Kosovo;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2387;2217;1818;1689;1581;1550;1517;1465;1439;1089;868;821;766;670;692;698;618;570;563;529;491;379;359;353;290;244;218;202;182;161;148;139;131;0;0;17 620;9 224;26 844;9 395;17 449;52;8;14;7;49;222;17;3;67;48
 Rép. duYémen;YEM;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;28203;28612;28882;28936;28842;28933;29044;29176;29179;29269;29499;29559;29679;29592;29964;29979;29875;29756;29619;29411;29372;29395;29450;29576;29636;29780;29974;30236;30493;30473;30373;29209;29140;28773;28689;28143;27383;26843;26577;26135;25724;25489;25001;24622;24248;24003;23901;23793;23754;23766;23691;23547;23333;23292;23128;22910;22530;22098;0;1 030 578;563 911;1 594 489;398 622;1 195 867;70;43;37;4;24;123;25;26;67;66
Afrique du Sud;ZAF;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27186;27042;27101;27236;27382;27261;27733;28006;28633;29228;30064;30258;29590;28664;27236;26661;25690;25013;24332;23720;22427;20426;19268;18339;16968;16266;15567;15461;15609;15666;15616;15336;15889;14623;13985;13658;13456;13250;13241;13044;12789;13042;13556;13819;13345;13066;12739;0;628 496;329 991;958 487;239 622;718 865;80;30;88;20;25;133;33;81;34;12
Zambie;ZMB;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;0;0;0;0;7810;7920;8015;8124;8250;8458;8673;8916;9164;9427;9644;10018;10430;10886;11345;11854;12305;12692;13039;13357;13519;13758;13962;14241;14568;14936;15302;15621;15942;16178;16242;16008;15714;15371;15155;14996;14981;15006;15191;15388;15613;15798;15908;16003;16076;16182;16339;16460;16539;16527;16507;16470;16426;0;348 354;364 900;713 254;106 988;606 266;35;47;2;10;44;193;32;1;82;34
Zimbabwe;ZWE;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;6928;7112;7322;7569;7870;8186;8591;9070;9542;9974;10300;10504;10607;10483;10492;11244;11216;11134;10749;10417;10034;9664;9128;8643;8347;8227;8266;8272;8401;8671;9228;9772;10292;10814;11296;11857;12444;12996;13360;13582;13757;14259;14791;15311;15300;15133;14721;14362;13887;13448;13168;12959;12831;12589;12350;12140;11913;0;317 069;308 454;625 523;156 381;469 142;32;72;59;4;42;140;20;54;10;1
